	APMC	commodity	year	arrivals_in_qtl	min_price	max_price	modal_price	date	district_name	state_name
1689	300	71	2015	2	5051	5051	5051	1	0	0
1690	300	71	2016	1	7401	7401	7401	1	0	0
1691	300	143	2015	8	4075	4275	4175	1	0	0
1692	300	143	2016	37	7092	7600	7329	1	0	0
1693	300	74	2015	4	4000	4500	4250	1	0	0
1694	300	171	2015	331	2966	3189	3113	1	0	0
1695	300	171	2016	84	3252	3544	3473	1	0	0
1696	300	159	2015	1	12100	12100	12100	1	0	0
1697	300	19	2015	419	904	1127	1021	1	0	0
1698	300	19	2016	281	811	1026	918	1	0	0
1699	300	34	2015	498	1738	2238	1988	1	0	0
1700	300	34	2016	352	1500	2316	1908	1	0	0
1701	300	147	2015	162	4100	4800	4450	1	0	0
1702	300	147	2016	91	2441	3412	2926	1	0	0
1703	300	69	2015	116	3857	4643	4243	1	0	0
1704	300	69	2016	28	2500	3400	2950	1	0	0
1705	300	196	2015	75	689	889	789	1	0	0
1706	300	196	2016	32	800	1000	900	1	0	0
1707	300	102	2015	95	1238	1746	1494	1	0	0
1708	300	102	2016	73	1583	2556	2069	1	0	0
1709	300	117	2015	97	1893	2536	2221	1	0	0
1710	300	117	2016	19	2250	2750	2500	1	0	0
1711	300	135	2015	228	516	716	616	1	0	0
1712	300	135	2016	79	493	693	593	1	0	0
1713	300	127	2015	358	1119	1881	1526	1	0	0
1714	300	127	2016	321	1438	2094	1772	1	0	0
1715	300	47	2015	73	2500	3464	2982	1	0	0
1716	300	64	2015	229	2692	3212	2954	1	0	0
1717	300	64	2016	294	2868	3368	3118	1	0	0
1718	300	148	2015	2110	1127	1358	1244	1	0	0
1719	300	148	2016	1490	942	1142	1042	1	0	0
1720	300	99	2015	93	2565	3543	3048	1	0	0
1721	300	99	2016	142	2184	2789	2487	1	0	0
1722	300	20	2015	64	783	983	883	1	0	0
1723	300	20	2016	59	800	1000	900	1	0	0
1724	300	55	2015	156	881	1112	998	1	0	0
1725	300	55	2016	107	884	1147	1016	1	0	0
1726	300	28	2015	105	940	1227	1087	1	0	0
1727	300	28	2016	162	842	1053	947	1	0	0
1728	300	37	2016	6	4750	5750	5375	1	0	0
1729	300	44	2015	226	1362	1613	1488	1	0	0
1730	300	44	2016	144	956	1178	1078	1	0	0
1731	300	126	2015	12291	209	1534	1164	1	0	0
1732	300	126	2016	27479	263	1751	1313	1	0	0
1733	300	17	2015	5	2500	3000	2750	1	0	0
1734	300	17	2016	69	2100	2833	2467	1	0	0
1735	300	25	2015	128	300	500	400	1	0	0
1736	300	25	2016	86	584	784	684	1	0	0
1737	300	39	2015	500	1	3	2	1	0	0
1738	300	58	2015	125	2500	3167	2833	1	0	0
1739	300	58	2016	96	5000	6000	5583	1	0	0
1740	300	107	2016	7	800	1000	900	1	0	0
1741	300	112	2016	650	8	10	9	1	0	0
1742	300	26	2015	221	2396	2900	2650	1	0	0
1743	300	26	2016	158	1447	2079	1763	1	0	0
1744	300	152	2015	400	2	4	3	1	0	0
1745	300	164	2015	4	3500	4000	3750	1	0	0
1746	300	164	2016	71	1658	2474	2066	1	0	0
1747	300	190	2015	963	1538	2269	1906	1	0	0
1748	300	190	2016	705	1605	2368	2000	1	0	0
1749	300	72	2015	412	2442	2858	2652	1	0	0
1750	300	72	2016	217	2342	3000	2671	1	0	0
1751	300	194	2015	12	1875	2375	2125	1	0	0
1752	300	194	2016	14	2250	2875	2563	1	0	0
1753	300	21	2015	341	1356	1908	1632	1	0	0
1754	300	21	2016	284	1553	2289	1958	1	0	0
1755	300	70	2015	329	2481	3200	2854	1	0	0
1756	300	70	2016	354	2395	3000	2700	1	0	0
1757	301	7	2016	4	1300	1300	1300	1	0	0
1758	301	197	2016	219	1444	1589	1517	1	0	0
1759	301	169	2016	23	1367	1367	1367	1	0	0
1760	301	106	2016	247	1204	1289	1250	1	0	0
1761	301	68	2016	211	3703	3892	3797	1	0	0
1762	301	171	2016	10	3483	3483	3483	1	0	0
1763	4	7	2015	213	1503	1578	1578	7	0	0
1764	4	197	2015	354	1537	1664	1664	7	0	0
1765	4	169	2015	1442	1631	2014	2014	7	0	0
1766	4	106	2015	113	1406	1406	1406	7	0	0
1767	4	43	2015	3	5250	5250	5250	7	0	0
1768	4	68	2015	681	3659	4345	4345	7	0	0
1769	4	113	2015	5	9000	9000	9000	7	0	0
1770	4	71	2015	13	6600	7025	7025	7	0	0
1771	4	143	2015	113	5767	6250	6250	7	0	0
1772	4	18	2015	3	3750	6250	6250	7	0	0
1773	4	73	2016	141	4143	6914	5600	7	0	0
1774	4	74	2015	1451	2683	3264	3022	7	0	0
1775	4	74	2016	270	3114	4327	3732	7	0	0
1776	4	30	2015	10	3683	3683	3683	7	0	0
1777	4	102	2015	298	1450	2275	1863	7	0	0
1778	4	102	2016	206	1136	3341	2261	7	0	0
1779	4	64	2015	65	3067	3500	3283	7	0	0
1780	4	64	2016	17	1833	2667	2250	7	0	0
1781	4	148	2015	475	425	875	650	7	0	0
1782	4	148	2016	2283	1117	1783	1465	7	0	0
1783	4	99	2015	327	1338	2688	2013	7	0	0
1784	4	99	2016	721	912	3780	2356	7	0	0
1785	4	178	2016	254	1600	4320	2990	7	0	0
1786	4	20	2015	60	300	967	633	7	0	0
1787	4	20	2016	253	348	1338	852	7	0	0
1788	4	55	2015	538	1600	3111	2356	7	0	0
1789	4	55	2016	1075	638	4300	2531	7	0	0
1790	4	28	2015	42	1000	3600	2300	7	0	0
1791	4	28	2016	2	2000	3000	2500	7	0	0
1792	4	37	2015	126	2222	3944	3083	7	0	0
1793	4	37	2016	243	2625	6229	4448	7	0	0
1794	4	60	2015	8	2667	3400	2767	7	0	0
1795	4	60	2016	25	3250	5125	4208	7	0	0
1796	4	62	2015	33	875	2750	1813	7	0	0
1797	4	62	2016	162	1313	3317	2317	7	0	0
1798	4	44	2015	386	789	1544	1167	7	0	0
1799	4	44	2016	996	280	1084	706	7	0	0
1800	4	126	2015	81241	500	2707	1604	7	0	0
1801	4	126	2016	131077	100	1136	736	7	0	0
1802	4	17	2015	110	1750	3450	2467	7	0	0
1803	4	17	2016	282	2364	5227	3795	7	0	0
1804	4	25	2015	415	667	1267	967	7	0	0
1805	4	25	2016	509	688	2946	1829	7	0	0
1806	4	58	2015	104	4500	7150	5825	7	0	0
1807	4	58	2016	82	5630	11196	8663	7	0	0
1808	4	107	2016	205	991	1745	1400	7	0	0
1809	4	26	2015	28	1500	3000	2250	7	0	0
1810	4	26	2016	150	2842	4868	3855	7	0	0
1811	4	174	2015	1283	3	4	3	7	0	0
1812	4	190	2015	775	1122	1956	1539	7	0	0
1813	4	190	2016	1186	821	4029	2346	7	0	0
1814	4	21	2015	187	811	1633	1256	7	0	0
1815	4	21	2016	431	429	1983	1271	7	0	0
1816	4	185	2015	1	3000	3000	3000	7	0	0
1817	4	186	2015	2	1600	1600	1600	7	0	0
1818	4	70	2015	476	1883	4167	3083	7	0	0
1819	4	70	2016	752	3980	8008	6010	7	0	0
1820	4	119	2015	37	3725	3725	3725	7	0	0
1821	11	7	2015	27	1300	1800	1488	7	0	0
1822	11	7	2016	32	1450	2200	1719	7	0	0
1823	11	134	2015	87	1440	1880	1595	7	0	0
1824	11	134	2016	95	1500	2000	1663	7	0	0
1825	11	197	2015	178	1500	1960	1680	7	0	0
1826	11	197	2016	57	1550	2400	1819	7	0	0
1827	11	68	2015	38	3300	3850	3525	7	0	0
1828	11	68	2016	10	5000	7000	6000	7	0	0
1829	11	171	2015	283	2880	3240	3130	7	0	0
1830	11	171	2016	146	3300	3625	3475	7	0	0
1831	11	126	2015	20927	611	2814	2134	7	0	0
1832	11	126	2016	23897	125	1136	697	7	0	0
1833	11	84	2016	3	5000	7000	6000	7	0	0
1834	120	7	2015	98	1359	1503	1431	7	0	0
1835	120	7	2016	25	1620	1920	1770	7	0	0
1836	120	197	2015	112	1840	2292	2066	7	0	0
1837	120	197	2016	32	1660	1980	1820	7	0	0
1838	120	169	2015	12536	1626	2950	2288	7	0	0
1839	120	169	2016	4917	1771	2871	2321	7	0	0
1840	120	68	2015	78	3419	3863	3641	7	0	0
1841	120	68	2016	52	4667	6433	5550	7	0	0
1842	120	71	2015	5	5750	6250	6000	7	0	0
1843	120	143	2016	5	6000	7000	6500	7	0	0
1844	120	171	2015	42	3014	3336	3175	7	0	0
1845	120	171	2016	33	3000	3443	3221	7	0	0
1846	120	126	2015	476	350	2394	1372	7	0	0
1847	120	126	2016	2382	142	1067	604	7	0	0
1848	160	7	2015	121	1270	1364	1343	7	0	0
1849	160	7	2016	27	1520	1871	1751	7	0	0
1850	160	197	2015	1156	1457	1596	1544	7	0	0
1851	160	197	2016	38	1657	1927	1767	7	0	0
1852	160	169	2015	181	1152	1303	1267	7	0	0
1853	160	169	2016	36	1630	1911	1776	7	0	0
1854	160	106	2015	91	1320	1367	1345	7	0	0
1855	160	106	2016	6	1641	1921	1681	7	0	0
1856	160	68	2015	331	3323	4097	3970	7	0	0
1857	160	68	2016	36	6570	7605	7474	7	0	0
1858	160	71	2015	2	7501	7501	7501	7	0	0
1859	160	143	2015	6	5350	5350	5350	7	0	0
1860	160	171	2015	220	2996	3308	3255	7	0	0
1861	160	171	2016	12	3437	3687	3637	7	0	0
1862	160	126	2015	32815	711	2758	2164	7	0	0
1863	160	126	2016	57057	278	994	798	7	0	0
1864	224	7	2015	2	1250	1250	1250	7	0	0
1865	224	7	2016	1	1500	1500	1500	7	0	0
1866	224	197	2015	163	1458	1517	1475	7	0	0
1867	224	197	2016	39	1764	1850	1786	7	0	0
1868	224	169	2015	1	1550	1550	1550	7	0	0
1869	224	169	2016	31	1625	1683	1646	7	0	0
1870	224	68	2015	4	3217	3217	3217	7	0	0
1871	224	68	2016	11	6460	6460	6460	7	0	0
1872	225	126	2015	199788	438	2815	1808	7	0	0
1873	225	126	2016	263598	200	1028	767	7	0	0
1874	241	126	2015	15721	957	2723	2193	7	0	0
1875	241	126	2016	44149	308	971	752	7	0	0
1876	246	7	2015	289	1253	1447	1341	7	0	0
1877	246	7	2016	242	2175	2880	2540	7	0	0
1878	246	197	2015	407	1588	1978	1851	7	0	0
1879	246	197	2016	128	1563	2133	1830	7	0	0
1880	246	169	2015	197	1541	1743	1639	7	0	0
1881	246	169	2016	505	1583	1913	1707	7	0	0
1882	246	68	2015	32	4131	4307	3697	7	0	0
1883	246	68	2016	31	6800	7750	7250	7	0	0
1884	246	126	2015	2464	400	2567	1851	7	0	0
1885	246	126	2016	12125	200	1075	799	7	0	0
1886	262	7	2015	118	1187	1264	1212	7	0	0
1887	262	7	2016	18	1641	1641	1641	7	0	0
1888	262	197	2015	740	1441	1500	1465	7	0	0
1889	262	197	2016	90	1600	1695	1614	7	0	0
1890	262	169	2015	145	1135	1224	1168	7	0	0
1891	262	169	2016	157	1464	1554	1514	7	0	0
1892	262	106	2015	23	1319	1358	1319	7	0	0
1893	262	106	2016	3	1751	1751	1751	7	0	0
1894	262	68	2015	112	3357	3657	3403	7	0	0
1895	262	68	2016	10	6000	6000	6000	7	0	0
1896	262	74	2015	24	2929	3243	3043	7	0	0
1897	262	74	2016	27	3500	3857	3643	7	0	0
1898	262	171	2015	22	3185	3255	3185	7	0	0
1899	262	171	2016	105	3561	3573	3561	7	0	0
1900	262	147	2015	47796	1026	9737	6263	7	0	0
1901	262	147	2016	33292	238	12628	5920	7	0	0
1902	262	102	2015	9	1875	2000	1875	7	0	0
1903	262	102	2016	12	3182	3182	3182	7	0	0
1904	262	114	2016	3	500	500	500	7	0	0
1905	262	64	2015	12	4500	4700	4600	7	0	0
1906	262	64	2016	27	2983	3333	3108	7	0	0
1907	262	148	2015	1115	789	989	889	7	0	0
1908	262	148	2016	1619	1650	1825	1729	7	0	0
1909	262	13	2015	1	1000	1000	1000	7	0	0
1910	262	99	2015	123	990	1640	1280	7	0	0
1911	262	99	2016	97	2208	2933	2525	7	0	0
1912	262	20	2015	163	420	830	600	7	0	0
1913	262	20	2016	86	1425	2108	1750	7	0	0
1914	262	48	2015	1	1300	1300	1300	7	0	0
1915	262	55	2016	213	1285	1692	1431	7	0	0
1916	262	28	2015	8	2625	2625	2625	7	0	0
1917	262	28	2016	1	1500	1500	1500	7	0	0
1918	262	37	2015	6	2250	2750	2500	7	0	0
1919	262	37	2016	1	5600	5600	5600	7	0	0
1920	262	60	2015	10	3111	3222	3111	7	0	0
1921	262	60	2016	6	6667	6667	6667	7	0	0
1922	262	44	2015	62	663	1238	975	7	0	0
1923	262	44	2016	189	592	917	750	7	0	0
1924	262	126	2015	72618	831	2869	2050	7	0	0
1925	262	126	2016	179784	200	1167	760	7	0	0
1926	262	17	2015	36	1388	2400	1963	7	0	0
1927	262	17	2016	48	3985	4815	4285	7	0	0
1928	262	25	2016	169	1654	2015	1815	7	0	0
1929	262	39	2016	400	10	15	12	7	0	0
1930	262	58	2015	14	5250	5900	5250	7	0	0
1931	262	58	2016	14	8000	8545	8000	7	0	0
1932	262	26	2015	104	1170	2175	1800	7	0	0
1933	262	26	2016	58	3771	4771	4208	7	0	0
1934	262	183	2016	19	2000	2500	2200	7	0	0
1935	262	163	2015	450	8	10	8	7	0	0
1936	262	163	2016	300	10	10	10	7	0	0
1937	262	164	2015	4	3875	3875	3875	7	0	0
1938	262	164	2016	17	3700	4000	3870	7	0	0
1939	262	190	2015	257	710	2030	1450	7	0	0
1940	262	190	2016	282	1073	3223	2131	7	0	0
1941	262	167	2015	12	1575	1963	1575	7	0	0
1942	262	195	2015	1	3000	3000	3000	7	0	0
1943	262	195	2016	4	3000	3000	3000	7	0	0
1944	262	21	2015	80	600	1180	910	7	0	0
1945	262	21	2016	93	1115	1615	1300	7	0	0
1946	262	70	2015	206	1450	2500	1940	7	0	0
1947	262	70	2016	211	5142	6917	6125	7	0	0
1948	263	74	2015	1456	2144	3516	2776	7	0	0
1949	263	74	2016	77	3100	5100	4100	7	0	0
1950	263	110	2016	47	317	9000	4828	7	0	0
1951	263	147	2016	188	200	5875	2912	7	0	0
1952	263	127	2016	10	200	4000	2100	7	0	0
1953	263	114	2016	203	143	500	321	7	0	0
1954	263	148	2016	76	1800	2000	1900	7	0	0
1955	263	55	2016	26	2000	3100	2550	7	0	0
1956	263	133	2016	279	800	3500	2000	7	0	0
1957	263	44	2016	42	100	800	450	7	0	0
1958	263	126	2015	118402	215	2804	1466	7	0	0
1959	263	126	2016	163461	300	1011	742	7	0	0
1960	263	25	2016	13	500	2000	1250	7	0	0
1961	263	190	2016	102	467	2667	1567	7	0	0
1962	263	70	2016	28	5750	9000	7375	7	0	0
1963	264	7	2016	3	1300	1400	1350	7	0	0
1964	264	197	2016	7	1433	1667	1550	7	0	0
1965	265	7	2015	43	1398	1445	1424	7	0	0
1966	265	7	2016	13	1829	1922	1875	7	0	0
1967	265	197	2015	455	1527	1647	1592	7	0	0
1968	265	197	2016	73	1799	1914	1856	7	0	0
1969	265	169	2015	174	1198	1335	1269	7	0	0
1970	265	169	2016	102	1608	1843	1737	7	0	0
1971	265	106	2015	26	1318	1349	1349	7	0	0
1972	265	68	2015	124	3584	4050	3822	7	0	0
1973	265	68	2016	59	6568	7603	7086	7	0	0
1974	265	71	2015	18	6252	6252	6252	7	0	0
1975	265	143	2015	2	5926	5926	5926	7	0	0
1976	265	143	2016	3	6500	6500	6500	7	0	0
1977	265	74	2015	562	2846	4794	3690	7	0	0
1978	265	74	2016	1	4600	4600	4600	7	0	0
1979	265	171	2015	10	3215	3215	3215	7	0	0
1980	265	171	2016	22	3392	3459	3425	7	0	0
1981	265	126	2015	39453	492	2475	1783	7	0	0
1982	265	126	2016	66783	189	961	600	7	0	0
1983	279	7	2015	1350	1273	1564	1452	7	0	0
1984	279	7	2016	245	1763	2010	1902	7	0	0
1985	279	197	2015	1017	1541	1878	1752	7	0	0
1986	279	197	2016	281	1686	1764	1738	7	0	0
1987	279	169	2015	353	1648	1855	1776	7	0	0
1988	279	169	2016	63	1669	1730	1700	7	0	0
1989	279	106	2015	71	1353	1353	1353	7	0	0
1990	279	68	2015	377	3731	4018	3874	7	0	0
1991	279	68	2016	57	6520	7370	6995	7	0	0
1992	279	71	2015	1	6000	6000	6000	7	0	0
1993	279	171	2015	27	3950	3950	3950	7	0	0
1994	279	171	2016	20	3500	3500	3500	7	0	0
1995	279	147	2015	3269	2130	8348	5283	7	0	0
1996	279	147	2016	5957	981	10615	7335	7	0	0
1997	279	55	2015	600	1000	1500	1250	7	0	0
1998	279	126	2015	43228	625	2888	1752	7	0	0
1999	279	126	2016	80354	300	1194	817	7	0	0
2000	279	190	2015	238800	492	1782	1143	7	0	0
2001	279	190	2016	22709	805	2025	1530	7	0	0
2002	279	119	2016	1	4100	4100	4100	7	0	0
2003	293	7	2015	278	1219	1362	1362	7	0	0
2004	293	7	2016	577	1532	1846	1846	7	0	0
2005	293	197	2015	567	1448	1586	1586	7	0	0
2006	293	197	2016	97	1677	1857	1857	7	0	0
2007	293	169	2015	1351	1307	1546	1546	7	0	0
2008	293	169	2016	1732	1791	2089	2089	7	0	0
2009	293	106	2015	17	1200	1226	1226	7	0	0
2010	293	68	2015	102	3525	3869	3825	7	0	0
2011	293	68	2016	90	6565	7419	7281	7	0	0
2012	293	143	2016	4	8200	8200	8200	7	0	0
2013	294	7	2015	288	1158	1212	1207	7	0	0
2014	294	7	2016	948	1596	1782	1782	7	0	0
2015	294	197	2015	82	1555	1620	1620	7	0	0
2016	294	197	2016	25	1786	1821	1821	7	0	0
2017	294	169	2015	966	1382	1475	1475	7	0	0
2018	294	169	2016	1410	1661	1843	1843	7	0	0
2019	294	68	2015	27	3636	3718	3718	7	0	0
2020	294	68	2016	52	6083	6558	6558	7	0	0
2021	294	143	2016	9	7680	7700	7700	7	0	0
2022	298	7	2016	5	1600	2000	1600	7	0	0
2023	298	197	2016	77	1800	1933	1850	7	0	0
2024	298	169	2016	89	1833	2333	2067	7	0	0
2025	298	106	2016	3	1700	1700	1700	7	0	0
2026	298	68	2016	15	6000	6750	6250	7	0	0
2027	298	74	2016	1	5700	5700	5700	7	0	0
2028	298	102	2016	767	2356	3256	2772	7	0	0
2029	300	7	2015	37	1397	1506	1437	7	0	0
2030	300	7	2016	16	1625	1880	1810	7	0	0
2031	300	197	2015	490	1433	1732	1600	7	0	0
2032	300	197	2016	10	1526	1946	1863	7	0	0
2033	300	169	2015	219	1401	1657	1554	7	0	0
2034	300	169	2016	44	1667	1934	1817	7	0	0
2035	300	106	2015	20	1264	1294	1279	7	0	0
2036	300	43	2016	1	4500	4500	4500	7	0	0
2037	300	68	2015	135	3374	4136	3936	7	0	0
2038	300	68	2016	20	5400	6117	5875	7	0	0
2039	300	71	2015	3	6867	6867	6867	7	0	0
2040	300	143	2015	1	4500	4500	4500	7	0	0
2041	300	143	2016	8	5700	5700	5700	7	0	0
2042	300	74	2015	94	2500	3071	2786	7	0	0
2043	300	74	2016	111	3633	4600	4117	7	0	0
2044	300	110	2015	108	2643	3357	3000	7	0	0
2045	300	110	2016	60	3500	4333	3917	7	0	0
2046	300	34	2015	24	1313	1813	1563	7	0	0
2047	300	147	2015	186	3000	3975	3488	7	0	0
2048	300	147	2016	68	3563	4563	4063	7	0	0
2049	300	196	2015	82	1091	1609	1355	7	0	0
2050	300	196	2016	103	862	1062	962	7	0	0
2051	300	102	2015	169	1435	1920	1680	7	0	0
2052	300	102	2016	73	3342	4105	3737	7	0	0
2053	300	117	2015	49	2333	3167	2758	7	0	0
2054	300	117	2016	18	3500	4250	3875	7	0	0
2055	300	135	2015	66	1000	1477	1238	7	0	0
2056	300	135	2016	3	1000	1500	1250	7	0	0
2057	300	64	2015	295	3474	4000	3739	7	0	0
2058	300	64	2016	325	2528	3444	3006	7	0	0
2059	300	148	2015	1580	650	850	750	7	0	0
2060	300	148	2016	1580	1335	1665	1497	7	0	0
2061	300	99	2015	167	965	1265	1115	7	0	0
2062	300	99	2016	110	2553	3342	2955	7	0	0
2063	300	178	2016	3	3500	4000	3750	7	0	0
2064	300	20	2015	81	710	910	810	7	0	0
2065	300	20	2016	58	768	968	868	7	0	0
2066	300	55	2015	117	825	1025	925	7	0	0
2067	300	55	2016	83	982	1247	1118	7	0	0
2068	300	37	2015	69	1575	2100	1838	7	0	0
2069	300	37	2016	59	3583	4639	4111	7	0	0
2070	300	111	2015	61	844	1078	961	7	0	0
2071	300	111	2016	9	1500	2000	1750	7	0	0
2072	300	44	2015	177	989	1372	1181	7	0	0
2073	300	44	2016	149	953	1368	1168	7	0	0
2074	300	126	2015	72862	633	2831	2006	7	0	0
2075	300	126	2016	179762	240	1048	765	7	0	0
2076	300	17	2015	102	1600	2170	1898	7	0	0
2077	300	17	2016	63	3353	3941	3647	7	0	0
2078	300	25	2015	90	570	770	670	7	0	0
2079	300	25	2016	38	809	1036	923	7	0	0
2080	300	58	2015	128	3500	4375	3938	7	0	0
2081	300	58	2016	123	5125	6625	5875	7	0	0
2082	300	26	2015	165	1658	2158	1908	7	0	0
2083	300	26	2016	129	2265	3088	2682	7	0	0
2084	300	183	2015	20	1500	2000	1750	7	0	0
2085	300	183	2016	40	2000	3500	2000	7	0	0
2086	300	164	2016	30	3111	4000	3556	7	0	0
2087	300	190	2015	710	1316	1921	1624	7	0	0
2088	300	190	2016	442	2972	3583	3278	7	0	0
2089	300	21	2015	286	979	1447	1213	7	0	0
2090	300	21	2016	143	1374	1842	1608	7	0	0
2091	300	53	2015	1	4100	4100	4100	7	0	0
2092	300	70	2015	305	1200	1685	1443	7	0	0
2093	300	70	2016	375	4763	6053	5426	7	0	0
2094	301	7	2016	2	1500	1500	1500	7	0	0
2095	301	197	2016	63	1593	1650	1621	7	0	0
2096	301	169	2016	1	1500	1500	1500	7	0	0
2097	301	106	2016	2	1775	1775	1775	7	0	0
2098	301	68	2016	6	3800	3800	3800	7	0	0
2099	4	7	2015	141	1311	1404	1382	6	0	0
2100	4	7	2016	267	1809	2092	1959	6	0	0
2101	4	197	2015	673	1531	1828	1740	6	0	0
2102	4	197	2016	747	1842	2303	2062	6	0	0
2103	4	169	2015	2712	1575	1921	1805	6	0	0
2104	4	169	2016	1501	1723	2278	2042	6	0	0
2105	4	106	2015	244	1338	1380	1370	6	0	0
2106	4	106	2016	102	1675	1825	1779	6	0	0
2107	4	43	2015	35	5817	6200	6200	6	0	0
2108	4	68	2015	754	4109	4363	4264	6	0	0
2109	4	68	2016	684	6369	6896	6642	6	0	0
2110	4	85	2015	1	5000	6000	6000	6	0	0
2111	4	85	2016	14	3300	3300	3300	6	0	0
2112	4	71	2015	117	6580	7730	7410	6	0	0
2113	4	71	2016	27	7029	7029	7029	6	0	0
2114	4	143	2015	78	5586	6009	5880	6	0	0
2115	4	143	2016	92	7657	8150	7936	6	0	0
2116	4	18	2015	24	5950	7175	7175	6	0	0
2117	4	18	2016	3	8250	8250	8250	6	0	0
2118	4	73	2016	3	9500	10000	9750	6	0	0
2119	4	74	2015	519	2100	3167	2633	6	0	0
2120	4	74	2016	631	3077	4286	3691	6	0	0
2121	4	30	2015	7	3683	3683	3683	6	0	0
2122	4	110	2016	179	3875	3875	3875	6	0	0
2123	4	34	2016	1	2000	2000	2000	6	0	0
2124	4	147	2016	6	6750	6750	6750	6	0	0
2125	4	196	2016	47	1533	1533	1533	6	0	0
2126	4	102	2015	207	833	2583	1708	6	0	0
2127	4	102	2016	283	1571	4333	2952	6	0	0
2128	4	117	2016	42	4800	4800	4800	6	0	0
2129	4	127	2016	66	1500	1500	1500	6	0	0
2130	4	64	2015	102	2333	5400	3867	6	0	0
2131	4	64	2016	35	1818	2945	2336	6	0	0
2132	4	148	2015	601	250	867	558	6	0	0
2133	4	148	2016	2209	965	1698	1332	6	0	0
2134	4	99	2015	190	1200	3140	2270	6	0	0
2135	4	99	2016	665	1065	5217	3120	6	0	0
2136	4	178	2016	100	3421	7316	5368	6	0	0
2137	4	20	2015	43	300	933	617	6	0	0
2138	4	20	2016	263	510	2420	1465	6	0	0
2139	4	55	2015	469	643	3686	2164	6	0	0
2140	4	55	2016	893	725	5167	2946	6	0	0
2141	4	28	2015	8	500	1000	750	6	0	0
2142	4	28	2016	28	1877	2385	2131	6	0	0
2143	4	37	2015	73	1200	3500	2350	6	0	0
2144	4	37	2016	351	3063	6958	5010	6	0	0
2145	4	60	2015	5	2250	3750	3000	6	0	0
2146	4	60	2016	110	6438	7138	6788	6	0	0
2147	4	62	2015	13	980	3540	2210	6	0	0
2148	4	62	2016	92	3167	5458	4271	6	0	0
2149	4	111	2016	148	1619	3176	2398	6	0	0
2150	4	44	2015	266	500	1600	1050	6	0	0
2151	4	44	2016	799	525	2488	1506	6	0	0
2152	4	126	2015	163046	367	2461	1414	6	0	0
2153	4	126	2016	158164	100	1354	750	6	0	0
2154	4	17	2015	127	1100	3600	2350	6	0	0
2155	4	17	2016	237	3083	6204	4633	6	0	0
2156	4	25	2015	247	386	1400	893	6	0	0
2157	4	25	2016	597	554	2888	1738	6	0	0
2158	4	58	2015	61	2250	6833	4542	6	0	0
2159	4	58	2016	87	6417	11500	9000	6	0	0
2160	4	107	2016	131	1100	1425	1263	6	0	0
2161	4	26	2015	141	1000	3375	2188	6	0	0
2162	4	26	2016	269	3111	5261	4186	6	0	0
2163	4	174	2015	570	5	7	6	6	0	0
2164	4	190	2015	713	371	1486	929	6	0	0
2165	4	190	2016	965	995	5600	3275	6	0	0
2166	4	21	2015	174	471	1814	1143	6	0	0
2167	4	21	2016	401	542	2958	1750	6	0	0
2168	4	185	2015	219	3700	4400	4050	6	0	0
2169	4	185	2016	25	4900	5375	5100	6	0	0
2170	4	186	2015	19	1664	1664	1664	6	0	0
2171	4	70	2015	420	2000	4417	3417	6	0	0
2172	4	70	2016	923	3152	6413	4783	6	0	0
2173	4	119	2015	1	3900	3900	3900	6	0	0
2174	11	7	2015	16	1388	1800	1588	6	0	0
2175	11	7	2016	52	1467	2000	1617	6	0	0
2176	11	134	2015	62	1467	2067	1692	6	0	0
2177	11	134	2016	200	1500	2000	1669	6	0	0
2178	11	197	2015	112	1450	2025	1638	6	0	0
2179	11	197	2016	85	1475	2200	1788	6	0	0
2180	11	68	2015	53	3300	3975	3675	6	0	0
2181	11	68	2016	29	4375	5900	5300	6	0	0
2182	11	171	2015	215	3000	3400	3250	6	0	0
2183	11	171	2016	100	3200	3725	3500	6	0	0
2184	11	126	2015	35556	294	2374	1651	6	0	0
2185	11	126	2016	57133	159	1264	754	6	0	0
2186	11	84	2015	67	5000	7500	6550	6	0	0
2187	11	84	2016	7	5000	7000	6000	6	0	0
2188	120	7	2015	268	1300	1445	1372	6	0	0
2189	120	7	2016	82	1532	1807	1670	6	0	0
2190	120	197	2015	407	1874	2368	2121	6	0	0
2191	120	197	2016	42	1600	2100	1850	6	0	0
2192	120	169	2015	17735	1605	2848	2226	6	0	0
2193	120	169	2016	12513	1786	2948	2367	6	0	0
2194	120	106	2016	14	1375	1700	1538	6	0	0
2195	120	68	2015	240	3396	3830	3613	6	0	0
2196	120	68	2016	139	4090	5700	4895	6	0	0
2197	120	71	2016	2	6000	6000	6000	6	0	0
2198	120	143	2016	82	6206	7353	6765	6	0	0
2199	120	171	2015	37	3000	3345	3173	6	0	0
2200	120	171	2016	212	3002	3557	3280	6	0	0
2201	120	126	2015	1271	228	2267	1247	6	0	0
2202	120	126	2016	5558	100	1225	663	6	0	0
2203	160	7	2015	618	1037	1391	1335	6	0	0
2204	160	7	2016	112	1725	1874	1827	6	0	0
2205	160	197	2015	2460	1350	1669	1550	6	0	0
2206	160	197	2016	317	1690	1896	1768	6	0	0
2207	160	169	2015	354	1172	1500	1415	6	0	0
2208	160	169	2016	704	1554	1845	1781	6	0	0
2209	160	106	2015	399	1138	1215	1195	6	0	0
2210	160	106	2016	66	1528	1534	1531	6	0	0
